Outbound From,Destination,ArrivalCountry,Inbound To,Departure Date,Return Date,Trip Duration (Days),Outbound Price,Inbound Price,Total Price,IATA_Departure,IATA_Destination,IATA_Return,Outbound Provider,Inbound Provider,Outbound Source Currency,Inbound Source Currency,Round_Trip_Link
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-06,2026-06-13,7,209.0,221.99,430.99,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-06&inboundDate=2026-06-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-13,2026-06-16,3,188.67,242.69,431.36,WARS,ALC,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-13&inboundDate=2026-06-16&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-13,2026-06-20,7,188.67,242.69,431.36,WARS,ALC,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-13&inboundDate=2026-06-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-25,2026-05-30,5,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-25&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-18,2026-05-21,3,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-18&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-18,2026-05-20,2,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-18&inboundDate=2026-05-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-28,2026-06-03,6,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-28&inboundDate=2026-06-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-26,2026-05-30,4,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-26&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-11,2026-06-18,7,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-11&inboundDate=2026-06-18&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-20,2026-06-24,4,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-20&inboundDate=2026-06-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-24,2026-05-26,2,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-24&inboundDate=2026-05-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-24,2026-05-28,4,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-24&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-28,2026-05-30,2,219.0,212.89,431.89,WARS,AGP,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-28&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-27,2026-06-02,6,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-27&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-27,2026-06-03,7,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-27&inboundDate=2026-06-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-07,2026-06-11,4,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-07&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-07,2026-06-12,5,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-07&inboundDate=2026-06-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-09,2026-06-11,2,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-09&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-09,2026-06-12,3,219.0,212.89,431.89,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-09&inboundDate=2026-06-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-29,2026-06-02,4,289.0,144.74,433.74,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-29&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-14,2026-06-16,2,251.2,183.07,434.27,WARS,AGP,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-14&inboundDate=2026-06-16&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-23,2026-06-25,2,179.0,255.48,434.48,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-23&inboundDate=2026-06-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-18,2026-06-24,6,221.99,212.89,434.88,WARS,ALC,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-18&inboundDate=2026-06-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-23,2026-05-30,7,221.99,212.89,434.88,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-23&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-14,2026-05-20,6,221.99,212.89,434.88,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-14&inboundDate=2026-05-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-14,2026-05-21,7,221.99,212.89,434.88,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-14&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-04,2026-06-11,7,221.99,212.89,434.88,WARS,ALC,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-04&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-24,2026-05-30,6,219.0,217.14,436.14,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-24&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-27,2026-05-30,3,219.0,217.14,436.14,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-27&inboundDate=2026-05-30&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-30,2026-06-02,3,293.94,144.74,438.68,WARS,AGP,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-30&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-21,2026-05-28,7,269.0,170.29,439.28999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-21&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-24,2026-05-28,4,269.0,170.29,439.28999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-24&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-08,2026-06-11,3,219.0,221.99,440.99,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-08&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-07,2026-06-11,4,219.0,221.99,440.99,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-07&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-06,2026-06-11,5,219.0,221.99,440.99,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-06&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-09,2026-06-13,4,219.0,221.99,440.99,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-09&inboundDate=2026-06-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-11,2026-06-13,2,219.0,221.99,440.99,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-11&inboundDate=2026-06-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-09,2026-06-11,2,219.0,221.99,440.99,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-09&inboundDate=2026-06-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-07,2026-06-13,6,219.0,221.99,440.99,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-07&inboundDate=2026-06-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-25,2026-05-27,2,209.0,234.17,443.16999999999996,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-25&inboundDate=2026-05-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-24,2026-05-26,2,269.0,174.55,443.55,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-24&inboundDate=2026-05-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-21,2026-05-26,5,269.0,174.55,443.55,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-21&inboundDate=2026-05-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-14,2026-05-19,5,221.99,221.99,443.98,WARS,AGP,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-14&inboundDate=2026-05-19&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-16,2026-05-22,6,164.64,281.03,445.66999999999996,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-16&inboundDate=2026-05-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-16,2026-05-23,7,164.64,281.03,445.66999999999996,WARS,AGP,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-16&inboundDate=2026-05-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-06-23,2026-06-27,4,179.0,268.24,447.24,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-06-23&inboundDate=2026-06-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-19,2026-05-23,4,209.0,238.43,447.43,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-19&inboundDate=2026-05-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-18,2026-05-21,3,209.0,238.44,447.44,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-18&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-19,2026-05-22,3,209.0,238.44,447.44,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-19&inboundDate=2026-05-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-25,2026-06-01,7,209.0,238.44,447.44,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-25&inboundDate=2026-06-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-25,2026-05-29,4,209.0,238.44,447.44,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-25&inboundDate=2026-05-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-26,2026-05-29,3,209.0,238.44,447.44,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-26&inboundDate=2026-05-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-16,2026-06-18,2,219.0,229.91,448.90999999999997,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-16&inboundDate=2026-06-18&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-11,2026-06-18,7,219.0,229.91,448.90999999999997,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-11&inboundDate=2026-06-18&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-12,2026-05-15,3,227.0,221.99,448.99,WARS,ALC,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-12&inboundDate=2026-05-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-12,2026-05-16,4,227.0,221.99,448.99,WARS,ALC,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-12&inboundDate=2026-05-16&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-15,2026-05-21,6,238.43,212.89,451.32,WARS,ALC,WARS,ryanair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-15&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-12,2026-06-16,4,269.0,183.07,452.07,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-12&inboundDate=2026-06-16&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-08-10,2026-08-17,7,281.01,171.96,452.97,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-08-10&inboundDate=2026-08-17&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-24,2026-05-27,3,219.0,234.17,453.16999999999996,WARS,ALC,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-24&inboundDate=2026-05-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Manchester,Wielka Brytania,Warszawa,2026-06-29,2026-07-06,7,183.07,270.25,453.32,WARS,MAN,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=man&outboundDate=2026-06-29&inboundDate=2026-07-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-31,2026-06-02,2,309.0,144.74,453.74,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-31&inboundDate=2026-06-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-05-29,2026-06-04,6,289.0,166.04,455.03999999999996,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-05-29&inboundDate=2026-06-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Leeds,Wielka Brytania,Warszawa,2026-06-29,2026-07-06,7,166.04,290.18,456.22,WARS,LBA,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=lba&outboundDate=2026-06-29&inboundDate=2026-07-06&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Charleroi,Belgia,Warszawa,2026-05-18,2026-05-25,7,362.7,93.64,456.34,WARS,CRL,WARS,ryanair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=crl&outboundDate=2026-05-18&inboundDate=2026-05-25&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-08,2026-06-15,7,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-08&inboundDate=2026-06-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-09,2026-06-15,6,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-09&inboundDate=2026-06-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-11,2026-06-15,4,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-11&inboundDate=2026-06-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-21,2026-06-23,2,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-21&inboundDate=2026-06-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-16,2026-06-23,7,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-16&inboundDate=2026-06-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Malaga,Hiszpania,Warszawa,2026-06-10,2026-06-15,5,219.0,238.43,457.43,WARS,AGP,WARS,wizzair,ryanair,PLN,PLN,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=agp&outboundDate=2026-06-10&inboundDate=2026-06-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-19,2026-05-21,2,219.0,238.44,457.44,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-19&inboundDate=2026-05-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Alicante,Hiszpania,Warszawa,2026-05-24,2026-05-29,5,219.0,238.44,457.44,WARS,ALC,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=alc&outboundDate=2026-05-24&inboundDate=2026-05-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-24,2026-05-27,3,289.0,170.31,459.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-24&inboundDate=2026-05-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
Warszawa,Barcelona,Hiszpania,Warszawa,2026-05-24,2026-05-28,4,289.0,170.31,459.31,WARS,BCN,WARS,wizzair,wizzair,PLN,EUR,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=wars&destination=bcn&outboundDate=2026-05-24&inboundDate=2026-05-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
