departure,return,price,departure_airport,arrival_airport,date_of_export,DepartureCity,DepartureCountry,ArrivalCity,ArrivalCountry
2025-10-21,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-22,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-23,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-24,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-25,,790.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-26,,598.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-27,,594.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-28,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-29,,490.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-30,,490.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-10-31,,490.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-01,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-02,,541.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-03,,756.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-04,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-05,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-06,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-07,,500.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-08,,471.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-09,,471.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-10,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-11,,633.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-12,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-13,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-14,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-15,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-16,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-17,,541.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-18,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-19,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-20,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-21,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-11-22,,460.0,LYS,POZ,2025-09-17,Lyon,Francja,Poznań,Polska
2025-09-17,,1323.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-18,,653.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-19,,766.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-20,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-21,,653.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-22,,575.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-23,,841.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-24,,532.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-25,,814.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-26,,383.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-27,,933.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-28,,809.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-29,,490.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-30,,809.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-01,,426.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-02,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-03,,490.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-04,,653.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-05,,1543.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-06,,575.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-07,,653.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-08,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-09,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-10,,532.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-11,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-12,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-13,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-14,,553.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-15,,256.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-16,,613.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-17,,490.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-18,,709.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-19,,855.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-20,,426.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-21,,463.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-22,,341.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-23,,441.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-24,,426.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-25,,678.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-26,,490.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-27,,634.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-28,,341.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-29,,509.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-30,,239.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-31,,509.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-01,,171.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-02,,298.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-03,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-04,,298.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-05,,438.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-06,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-07,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-08,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-09,,239.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-10,,568.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-11,,568.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-12,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-13,,256.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-14,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-15,,256.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-16,,256.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-17,,545.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-18,,281.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-19,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-20,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-21,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-22,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-23,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-24,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-25,,256.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-26,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-27,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-28,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-29,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-30,,196.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-01,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-02,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-03,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-04,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-05,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-06,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-07,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-08,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-09,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-10,,438.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-11,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-12,,438.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-13,,341.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-14,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-15,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-16,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-17,,621.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-18,,171.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-19,,438.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-20,,298.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-21,,631.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-22,,651.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-23,,239.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-24,,506.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-25,,154.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-26,,545.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-27,,281.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-28,,460.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-29,,670.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-30,,213.0,NCE,WAW,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-17,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-18,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-19,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-20,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-21,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-22,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-23,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-24,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-25,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-26,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-27,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-28,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-29,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-30,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-01,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-02,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-03,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-04,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-05,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-06,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-07,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-08,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-09,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-10,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-11,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-12,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-13,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-14,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-15,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-16,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-17,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-18,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-19,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-20,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-21,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-22,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-23,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-24,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-25,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-26,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-27,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-28,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-29,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-30,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-10-31,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-01,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-02,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-03,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-04,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-05,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-06,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-07,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-08,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-09,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-10,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-11,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-12,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-13,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-14,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-15,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-16,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-17,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-18,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-19,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-20,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-21,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-22,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-23,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-24,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-25,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-26,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-27,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-28,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-29,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-11-30,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-01,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-02,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-03,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-04,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-05,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-06,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-07,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-08,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-09,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-10,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-11,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-12,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-13,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-14,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-15,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-16,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-17,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-18,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-19,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-20,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-21,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-22,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-23,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-24,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-25,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-26,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-27,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-28,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-29,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-12-30,,,NCE,WMI,2025-09-17,Nicea,Francja,Warszawa,Polska
2025-09-17,,957.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-18,,944.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-19,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-20,,838.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-21,,1449.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-22,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-23,,719.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-24,,719.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-25,,719.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-26,,324.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-27,,719.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-28,,1277.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-29,,298.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-09-30,,838.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-01,,281.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-02,,239.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-03,,239.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-04,,719.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-05,,1284.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-06,,281.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-07,,612.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-08,,239.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-09,,612.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-10,,196.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-11,,526.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-12,,535.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-13,,366.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-14,,612.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-15,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-16,,612.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-17,,213.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-18,,628.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-19,,664.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-20,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-21,,535.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-22,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-23,,486.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-24,,213.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-25,,612.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-26,,860.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-27,,553.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-28,,341.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-29,,455.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-30,,523.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-10-31,,523.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-01,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-02,,520.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-03,,502.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-04,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-05,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-06,,520.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-07,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-08,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-09,,451.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-10,,451.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-11,,570.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-12,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-13,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-14,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-15,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-16,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-17,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-18,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-19,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-20,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-21,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-22,,171.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-23,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
2025-11-24,,426.0,NCE,KRK,2025-09-17,Nicea,Francja,Kraków,Polska
